nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,9.157990410561448304e-05,-4.875544327865952317e-05,-7.406352245848404024e-05,4.897939414853090436e-05,1.205162886781156826e-05,-4.343405910097811727e-05,-4.768175651830470634e-05,9.662113974860560013e-05,-1.545715990264331604e-04,1.120250944536228463e-05,-7.576855383956040534e-04,2.008797644191576918e-03,-1.462770051250887387e-03,5.598636409889423335e-04,-6.012091927640268439e-07,1.111628597749447301e-03,-9.799811348741928701e-06,-9.394836339283983446e-04,-5.158904955129116766e-06,-1.924456350213638641e-03,1.245115027481765108e-03,-6.983356860729487350e-06,0.000000000000000000e+00
nan,nan,nan,nan,nan,1.779596127430688982e-04,-8.342638137665659781e-05,4.684310263897729909e-05,-5.097517509530450605e-05,-1.765540887008867860e-06,-1.067581425593635891e-04,-2.745447225420189182e-05,6.240792244284513134e-05,-1.916085401542839170e-04,3.852810713113305382e-05,-8.442841188788458365e-04,1.609397204354636769e-03,-1.713275288910905993e-04,-7.886457948995647185e-04,7.637622865023149178e-06,2.349242265569405526e-03,-7.410200484072934900e-06,-1.699241299918655059e-04,-4.680664458704985056e-06,3.732627602897144506e-04,2.661599047834603635e-03,3.234374029033346783e-05,0.000000000000000000e+00
nan,nan,nan,nan,nan,1.267391583017683484e-04,-1.307817959944585591e-04,2.604657189796537680e-05,-8.150330363062468012e-05,-5.792889120600286715e-05,-1.466324929863843012e-04,-1.106883115445250087e-04,2.767452906027018897e-05,-2.659720894928722674e-04,3.163188710601373118e-05,-4.671393723271214326e-04,3.347279781848666418e-03,-1.003444877695480351e-03,-1.452359904247129069e-03,1.671546738052955751e-05,3.532457102365536318e-03,-6.470873211265823160e-06,-2.478633063972539557e-03,8.538521542804544793e-07,2.615139808550250890e-03,1.958145928041338333e-03,2.652584610289609253e-04,0.000000000000000000e+00
nan,nan,nan,nan,nan,1.577485218345827148e-04,-1.338408879962868872e-04,-1.008655573951435036e-05,-7.241089138377213962e-05,-7.563162979523346938e-05,-1.617573892007792200e-04,-9.448885184556777867e-05,1.968292925147243724e-05,-1.631192550790989374e-04,-3.992320402220492990e-05,2.037249721015091039e-03,3.368031000129883580e-03,-3.040926356112715057e-03,1.376036893420565579e-03,1.733454561918515484e-05,4.938358030514411641e-03,-9.627818910502568099e-06,4.176865550639342266e-04,2.774160147590180805e-06,3.522689232278592049e-03,-5.147364422854943744e-04,1.651642763140375749e-04,0.000000000000000000e+00
nan,nan,nan,nan,nan,6.324173290097427082e-05,-2.047550739677390388e-04,-1.304348896629903538e-05,-5.896947643766928910e-05,-1.532429783841022445e-04,-9.812684827825360464e-05,-1.168485087465944431e-04,-1.449503137404902184e-05,-2.388436391442135508e-04,-1.563766537157466636e-04,4.326034437738391844e-03,2.241106556753006632e-03,-3.384044036047400422e-03,-2.220114850284501257e-03,1.778580519660060802e-05,6.339242773147124588e-03,-1.503897833001906024e-05,-6.732520855198071081e-04,0.000000000000000000e+00,5.927451958427316925e-03,-3.773325652640559334e-03,4.820938642576630016e-04,0.000000000000000000e+00
nan,nan,nan,nan,nan,1.862038522862240303e-05,-9.168667860994463470e-05,-1.217701649698544762e-04,1.766751239930131208e-05,-1.534118401277195342e-04,-9.038264342185483408e-05,-9.482581853916720663e-05,-1.998016091393710783e-05,-3.740653587823205618e-04,-8.257001610117181852e-05,7.115179173968175924e-03,9.719169634315647475e-04,-2.153114775840312377e-03,-5.298522123130448500e-03,2.063338799133580351e-05,4.365305419786523131e-03,-1.802247793580493703e-05,4.757965135838265183e-04,6.343718564855026326e-06,4.298796740282476506e-03,-2.085826655590510524e-03,5.729945879682081479e-04,0.000000000000000000e+00
nan,nan,nan,nan,nan,-3.842061315796708928e-05,-9.320113256243729564e-05,-1.329052596590428589e-04,-1.343463669433073037e-05,-1.667600473998627172e-04,-9.490813448688150398e-05,-3.242186320588450463e-05,8.084520821709503054e-05,-4.246255628408287207e-04,-1.141441751318694118e-04,5.423100979755071487e-03,-7.655315522676834749e-04,-3.833031067720932359e-03,-7.301871616784230169e-03,3.460206464163683603e-05,1.792031436087084114e-03,-2.012866267272499010e-05,5.034804139626448136e-04,1.119180941406878817e-05,4.778128078170142644e-03,1.031690691359740761e-03,7.951622480524500819e-04,0.000000000000000000e+00
nan,nan,nan,nan,nan,-1.901619305283359216e-05,2.833660063469315275e-06,-5.736799025344737187e-05,-5.561149089959842153e-06,-1.715818363798108368e-04,1.168285192199688998e-05,-2.095415576297665725e-05,2.210322506415337464e-05,-7.069792801202168936e-04,-6.786183489675712299e-05,2.008243827631071583e-03,-5.071076059710882822e-03,-2.713419084787953035e-03,-7.487787440983403528e-03,3.831579693330370597e-05,5.034173662594781419e-03,-2.342638939152476404e-05,-1.048143023151036505e-03,1.178854945967000330e-06,1.822016639506034803e-03,1.444782250776332783e-03,9.873301963487771029e-04,0.000000000000000000e+00
nan,nan,nan,nan,nan,2.557649860086907512e-05,1.140776864512027235e-04,-1.241972649002646371e-04,-2.879723514728392532e-06,-2.139719763193510501e-04,-2.000237793217453939e-04,-9.131354784425365701e-05,4.260463298925190975e-05,-8.821097463812118886e-04,-1.484849907909776873e-04,4.185950632043894566e-03,-9.462629084683685590e-03,-1.976908124052035448e-03,-7.464315559139554981e-03,4.218454894698722642e-05,3.485587634723908909e-03,-2.099968034648649459e-05,-3.044789572209904028e-03,1.479904227014479384e-05,3.535898198347668143e-03,4.961313219763350494e-04,8.641956309651725818e-04,0.000000000000000000e+00
